0.000,113.086,123.587,171.443,186.039,173.577,266.548,110.062,217.393,187.949,178.325,154.654,41.000,143.233,152.971,162.842
1.000,120.894,89.541,130.785,167.013,218.222,233.079,97.586,206.188,198.600,132.995,119.897,41.000,103.111,105.322,132.573
2.000,101.836,52.866,71.678,184.361,225.993,102.626,113.410,148.351,115.832,78.677,60.425,41.000,34.332,65.155,78.717
3.000,100.282,41.120,59.886,164.259,187.340,72.577,92.588,119.257,81.622,76.293,58.054,41.000,38.042,44.090,56.751
4.000,107.686,32.186,54.459,128.000,167.050,77.497,89.913,94.608,62.505,83.901,59.911,41.000,47.300,27.215,50.808
5.000,119.259,27.957,52.430,98.375,150.613,77.288,108.015,85.057,50.646,87.321,57.668,41.000,63.170,20.505,63.072
6.000,128.118,26.864,53.757,78.022,129.341,80.501,110.332,78.659,49.654,97.093,60.696,41.000,67.954,18.408,74.151
7.000,124.905,28.721,55.858,65.176,120.935,85.009,82.557,70.215,61.879,91.502,63.865,41.000,73.529,20.606,71.954
8.000,121.529,35.865,63.676,59.965,110.972,92.555,66.160,67.851,74.793,79.163,77.063,41.000,65.504,26.587,64.562
9.000,115.433,48.505,69.001,61.490,119.047,83.841,58.042,61.349,81.212,74.454,83.452,41.000,60.006,34.822,54.242
10.000,102.664,56.542,73.985,61.170,122.528,85.515,50.408,57.597,92.145,59.956,84.864,41.000,46.562,41.799,48.129
11.000,99.415,64.130,83.057,63.241,131.763,88.380,45.909,64.850,93.821,64.280,81.664,41.000,43.753,52.737,43.097
12.000,93.019,70.832,92.276,60.868,141.816,87.892,42.365,66.097,87.951,54.659,83.011,41.000,30.191,55.383,42.384
13.000,91.505,69.855,96.017,62.434,140.233,95.505,43.407,63.808,88.733,56.794,82.546,41.000,29.794,58.313,39.398
14.000,93.685,69.082,104.252,58.932,136.653,90.688,33.085,64.676,77.898,64.528,86.887,41.000,25.475,65.908,41.682
15.000,82.794,67.972,109.670,57.280,130.178,94.649,33.469,63.847,75.308,60.206,78.500,41.000,25.287,60.337,38.716
16.000,86.620,57.259,107.621,59.715,120.664,96.139,29.868,62.028,77.349,67.758,78.091,41.000,24.872,60.751,40.177
17.000,88.302,56.909,106.201,51.669,114.499,92.059,27.672,58.666,67.037,67.196,73.232,41.000,25.000,57.765,40.382
18.000,83.001,50.278,110.605,52.541,112.577,89.834,25.501,60.155,74.072,69.906,69.403,41.000,22.978,51.236,38.947
19.000,78.188,50.941,107.010,53.045,104.684,80.082,27.696,62.442,70.167,71.547,64.431,41.000,21.967,44.012,35.258
20.000,67.157,36.294,81.012,40.142,101.170,62.428,21.166,51.868,58.222,49.058,40.316,41.000,18.764,32.060,33.318
21.000,72.437,35.331,70.646,34.687,85.179,53.718,20.858,56.431,66.964,53.729,42.990,41.000,17.998,34.099,32.112
22.000,74.323,30.579,64.728,31.999,70.272,49.723,19.178,55.673,74.342,61.941,43.673,41.000,17.238,30.244,29.979
23.000,67.160,28.157,54.389,28.861,60.226,36.949,18.702,51.893,65.621,57.294,42.408,41.000,14.109,22.682,28.097
24.000,67.242,33.192,54.047,28.502,53.452,46.411,18.618,43.706,69.963,52.055,40.039,41.000,13.739,22.860,30.171
25.000,62.306,27.288,44.556,25.103,52.767,35.629,14.466,42.079,63.124,43.538,38.401,41.000,13.518,19.855,29.111
26.000,66.649,23.772,44.149,23.638,48.239,32.755,14.633,43.439,63.625,46.139,39.036,41.000,12.367,18.651,28.478
27.000,62.644,24.910,41.371,21.366,48.474,32.627,15.281,41.249,59.468,42.154,36.493,41.000,10.264,17.240,28.668
28.000,64.019,24.202,39.124,23.359,47.071,32.104,13.687,39.719,55.623,38.608,35.248,41.000,10.686,15.772,27.964
29.000,65.811,21.452,36.617,21.139,47.763,30.355,13.447,39.906,61.910,37.222,33.501,41.000,9.260,14.661,26.991
30.000,64.082,21.704,33.631,21.421,46.547,29.006,14.079,37.842,63.460,37.993,35.214,41.000,10.665,15.960,26.000
31.000,58.447,22.471,31.723,20.637,44.930,28.182,12.065,38.128,59.086,36.876,32.284,41.000,7.985,13.629,24.181
32.000,57.821,20.461,33.252,20.527,44.740,24.740,12.241,38.263,56.597,36.410,32.301,41.000,7.634,12.178,24.249
33.000,56.812,20.201,32.727,20.707,49.721,30.201,12.540,42.405,66.734,37.055,34.868,41.000,8.204,12.342,25.027
34.000,56.466,19.172,33.642,20.120,45.086,27.828,13.685,38.529,62.552,35.948,35.558,41.000,7.477,11.895,24.246
35.000,53.568,18.450,33.540,18.061,42.549,27.096,12.293,37.932,64.185,38.956,36.593,41.000,7.325,12.551,23.997
36.000,53.059,17.440,32.405,17.449,43.501,24.997,12.079,40.702,64.011,35.785,33.747,41.000,8.408,10.934,25.177
37.000,53.041,16.199,30.456,16.982,42.620,23.947,10.949,38.476,60.897,31.734,34.183,41.000,6.646,10.436,23.720
38.000,54.143,15.754,29.009,16.274,41.630,25.380,11.324,38.441,61.801,32.090,33.528,41.000,6.462,9.849,22.728
39.000,52.078,15.486,32.632,17.265,44.891,25.971,10.683,39.952,64.980,32.473,34.467,41.000,6.701,10.753,24.530
40.000,52.987,16.454,28.335,15.863,44.649,26.272,10.362,37.850,64.007,28.017,35.039,41.000,6.433,10.261,22.843
41.000,51.386,15.897,30.766,17.568,42.540,27.219,12.010,37.025,68.257,29.078,35.408,41.000,5.933,9.963,22.514
42.000,52.357,14.960,27.556,15.135,43.416,25.829,9.892,37.919,63.577,28.348,33.190,41.000,5.895,9.425,22.013
43.000,50.106,13.559,25.722,14.397,39.712,24.711,9.919,37.675,59.478,26.378,29.250,41.000,5.090,8.893,19.730
44.000,50.642,13.633,27.283,14.359,39.924,25.275,9.919,37.164,58.869,29.634,31.033,41.000,4.910,8.223,19.356
45.000,53.745,13.826,27.599,15.280,42.678,27.399,10.840,38.573,61.177,29.333,32.699,41.000,5.310,8.979,19.683
46.000,50.758,13.086,27.140,14.406,44.578,25.860,10.865,39.861,59.948,27.653,33.638,41.000,4.748,8.714,20.040
47.000,50.592,13.651,25.495,12.719,40.054,23.903,9.189,35.589,62.567,26.714,34.099,41.000,5.189,7.729,19.612
48.000,52.268,14.895,26.620,14.240,41.370,24.395,11.645,38.143,61.464,26.595,35.180,41.000,5.505,8.545,19.464
49.000,52.282,15.784,26.976,13.719,46.950,26.785,11.057,43.286,69.328,29.923,39.348,41.000,5.948,9.031,21.681
50.000,47.717,12.597,24.359,12.893,37.590,23.367,9.171,36.797,65.392,26.649,31.765,41.000,4.720,8.165,18.939
51.000,49.669,14.175,23.942,12.058,39.299,22.104,9.768,39.780,63.444,26.903,33.243,41.000,5.237,7.766,18.453
52.000,50.225,14.503,24.170,11.995,39.105,24.608,9.715,38.376,62.133,26.942,33.719,41.000,4.524,7.727,17.154
53.000,47.791,13.763,22.542,12.140,38.198,21.866,9.072,35.033,60.755,24.445,30.769,41.000,4.442,7.051,17.666
54.000,50.344,13.605,23.375,11.783,38.097,23.019,9.836,37.803,61.609,23.915,32.433,41.000,4.903,7.420,17.381
55.000,44.688,12.441,22.166,11.860,42.999,22.424,9.374,38.944,63.749,24.496,34.243,41.000,4.330,7.178,16.575
56.000,47.194,13.877,24.111,12.045,41.247,22.564,9.020,37.910,64.446,23.749,32.128,41.000,4.009,6.676,16.073
57.000,46.103,13.119,22.812,11.126,41.929,23.151,8.941,36.745,64.044,22.254,33.974,41.000,4.342,7.207,15.420
58.000,47.940,14.792,24.057,10.680,44.470,24.988,9.616,37.895,62.654,24.187,33.510,41.000,4.277,7.605,16.585
59.000,48.760,14.070,21.879,11.909,42.572,21.893,9.364,37.046,61.241,24.227,34.253,41.000,4.300,6.770,14.988
60.000,44.848,13.732,24.344,10.828,40.449,21.473,9.015,39.321,60.246,23.908,33.978,41.000,4.335,7.304,15.337
61.000,48.376,13.699,22.817,10.583,40.257,21.473,10.549,38.188,57.623,25.702,33.579,41.000,3.862,6.619,13.575
62.000,47.763,13.338,24.898,10.993,42.830,21.644,10.109,42.016,59.142,24.015,37.641,41.000,4.309,7.075,13.577
63.000,47.761,12.758,23.580,11.992,44.313,21.259,11.285,42.958,60.058,23.250,40.895,41.000,4.633,6.660,13.426
64.000,43.137,12.652,22.078,10.334,40.765,20.851,8.738,39.827,60.286,20.929,33.950,41.000,4.081,7.352,13.548
